evaluations raw_y
15488 23.0000000000
16653 25.0000000000
19296 26.0000000000
20799 27.0000000000
22789 28.0000000000
24032 29.0000000000
27595 32.0000000000
30366 35.0000000000
30643 36.0000000000
32654 38.0000000000
32898 39.0000000000
36760 40.0000000000
40450 44.0000000000
44065 50.0000000000
46414 53.0000000000
48401 56.0000000000
50284 57.0000000000
52337 58.0000000000
52930 61.0000000000
54829 62.0000000000
60131 63.0000000000
62390 64.0000000000
64591 69.0000000000
68414 70.0000000000
74213 72.0000000000
78346 73.0000000000
78367 75.0000000000
84172 76.0000000000
88172 79.0000000000
90301 81.0000000000
96689 84.0000000000
99000 75.0000000000
evaluations raw_y
1 2.0000000000
7 5.0000000000
37 10.0000000000
165 15.0000000000
2049 17.0000000000
4002 18.0000000000
4805 19.0000000000
4992 20.0000000000
6038 26.0000000000
8435 27.0000000000
8453 29.0000000000
14925 30.0000000000
16489 31.0000000000
16531 33.0000000000
20278 34.0000000000
21198 35.0000000000
22102 36.0000000000
24269 37.0000000000
24671 40.0000000000
26231 41.0000000000
28026 42.0000000000
28322 44.0000000000
30212 45.0000000000
30435 47.0000000000
33558 48.0000000000
34406 49.0000000000
36327 51.0000000000
41932 54.0000000000
44575 55.0000000000
46897 58.0000000000
48235 60.0000000000
52656 61.0000000000
54303 63.0000000000
62455 64.0000000000
68180 69.0000000000
70330 72.0000000000
76738 74.0000000000
78158 76.0000000000
80534 78.0000000000
82355 80.0000000000
84168 81.0000000000
86749 83.0000000000
92882 85.0000000000
98279 86.0000000000
99000 0.0000000000
evaluations raw_y
1 2.0000000000
4 4.0000000000
23 5.0000000000
120 7.0000000000
215 11.0000000000
2230 16.0000000000
4047 17.0000000000
8187 18.0000000000
8215 20.0000000000
10601 23.0000000000
16050 24.0000000000
17012 29.0000000000
20555 30.0000000000
22172 36.0000000000
26331 40.0000000000
30682 42.0000000000
32090 44.0000000000
34549 47.0000000000
36754 48.0000000000
40499 49.0000000000
42525 54.0000000000
46350 55.0000000000
46523 58.0000000000
48704 60.0000000000
48881 61.0000000000
52619 62.0000000000
56235 63.0000000000
58772 64.0000000000
60284 66.0000000000
64757 68.0000000000
66253 69.0000000000
72082 72.0000000000
76251 74.0000000000
78504 75.0000000000
82374 76.0000000000
82815 79.0000000000
84272 80.0000000000
88627 81.0000000000
94231 82.0000000000
96635 83.0000000000
98743 84.0000000000
99000 76.0000000000
evaluations raw_y
1 3.0000000000
7 6.0000000000
330 7.0000000000
424 8.0000000000
825 15.0000000000
2356 18.0000000000
4140 19.0000000000
6535 24.0000000000
8478 25.0000000000
10514 26.0000000000
12150 27.0000000000
14098 28.0000000000
16374 29.0000000000
18350 32.0000000000
18944 33.0000000000
24212 38.0000000000
26450 41.0000000000
26498 44.0000000000
28081 45.0000000000
34267 46.0000000000
36228 47.0000000000
36533 48.0000000000
38702 50.0000000000
40339 56.0000000000
42234 57.0000000000
42246 62.0000000000
46947 66.0000000000
48107 68.0000000000
48247 70.0000000000
52442 72.0000000000
54225 74.0000000000
57380 79.0000000000
58808 87.0000000000
60312 88.0000000000
66385 94.0000000000
68265 97.0000000000
74234 98.0000000000
76339 99.0000000000
78445 100.0000000000
79000 83.0000000000
evaluations raw_y
1 3.0000000000
28 5.0000000000
37 10.0000000000
314 12.0000000000
2422 15.0000000000
4252 16.0000000000
6085 17.0000000000
7541 18.0000000000
8509 20.0000000000
10890 29.0000000000
14026 32.0000000000
16093 37.0000000000
18518 40.0000000000
22101 42.0000000000
22356 46.0000000000
24486 48.0000000000
26319 49.0000000000
29700 50.0000000000
32926 57.0000000000
36363 58.0000000000
40471 59.0000000000
42504 60.0000000000
44659 61.0000000000
46204 62.0000000000
48543 63.0000000000
52250 66.0000000000
54400 67.0000000000
58022 68.0000000000
58691 70.0000000000
60455 74.0000000000
64512 75.0000000000
64599 76.0000000000
68344 81.0000000000
68631 83.0000000000
74815 85.0000000000
76521 86.0000000000
82516 88.0000000000
84147 89.0000000000
88603 90.0000000000
94193 91.0000000000
96204 92.0000000000
96811 94.0000000000
99000 85.0000000000
evaluations raw_y
1 1.0000000000
8 2.0000000000
9 3.0000000000
15 8.0000000000
2405 12.0000000000
4266 15.0000000000
6584 22.0000000000
8348 23.0000000000
8608 24.0000000000
10653 26.0000000000
12322 27.0000000000
14785 28.0000000000
18405 29.0000000000
18464 30.0000000000
19014 32.0000000000
22088 33.0000000000
22741 34.0000000000
26709 36.0000000000
30488 41.0000000000
32847 42.0000000000
34359 43.0000000000
34391 44.0000000000
36241 46.0000000000
36616 48.0000000000
38494 49.0000000000
40372 51.0000000000
46287 53.0000000000
51678 54.0000000000
54353 55.0000000000
56683 56.0000000000
58624 57.0000000000
60039 63.0000000000
68134 66.0000000000
70369 67.0000000000
72645 68.0000000000
78254 69.0000000000
82634 71.0000000000
84426 72.0000000000
88453 74.0000000000
92312 76.0000000000
92327 77.0000000000
94270 79.0000000000
98706 80.0000000000
99000 48.0000000000
evaluations raw_y
1 0.0000000000
5 1.0000000000
6 2.0000000000
20 3.0000000000
31 6.0000000000
115 7.0000000000
171 9.0000000000
2098 12.0000000000
2233 13.0000000000
2968 16.0000000000
6020 17.0000000000
6267 21.0000000000
8866 22.0000000000
10519 23.0000000000
10990 25.0000000000
14255 28.0000000000
18708 29.0000000000
18723 30.0000000000
20414 33.0000000000
22895 34.0000000000
22943 35.0000000000
25365 38.0000000000
26140 40.0000000000
32676 41.0000000000
34840 43.0000000000
41406 44.0000000000
44495 46.0000000000
46640 47.0000000000
46978 49.0000000000
52441 50.0000000000
54424 52.0000000000
60668 55.0000000000
62732 60.0000000000
66872 62.0000000000
68374 66.0000000000
74302 67.0000000000
76627 70.0000000000
80166 75.0000000000
84264 76.0000000000
85000 77.0000000000
86200 78.0000000000
90048 80.0000000000
90287 82.0000000000
92135 84.0000000000
96355 89.0000000000
99000 75.0000000000
evaluations raw_y
1 2.0000000000
3 3.0000000000
18 4.0000000000
36 5.0000000000
56 6.0000000000
215 7.0000000000
339 8.0000000000
2213 12.0000000000
2436 14.0000000000
4536 17.0000000000
6101 20.0000000000
6449 21.0000000000
8600 23.0000000000
10804 24.0000000000
12343 25.0000000000
14320 27.0000000000
14706 30.0000000000
16316 31.0000000000
18806 32.0000000000
19886 38.0000000000
26376 41.0000000000
28706 43.0000000000
30768 44.0000000000
30827 45.0000000000
32428 49.0000000000
36035 51.0000000000
38310 52.0000000000
40623 55.0000000000
40654 57.0000000000
42627 58.0000000000
46588 61.0000000000
48380 66.0000000000
50710 72.0000000000
56261 73.0000000000
58702 77.0000000000
60322 79.0000000000
62409 80.0000000000
62427 85.0000000000
62484 87.0000000000
66952 88.0000000000
68178 90.0000000000
72074 92.0000000000
76443 94.0000000000
78487 96.0000000000
82544 99.0000000000
84623 100.0000000000
85000 84.0000000000
evaluations raw_y
1 0.0000000000
3 4.0000000000
11 5.0000000000
46 6.0000000000
171 9.0000000000
2012 10.0000000000
2029 11.0000000000
2811 13.0000000000
4063 15.0000000000
4067 19.0000000000
6608 20.0000000000
8156 21.0000000000
8919 24.0000000000
10166 25.0000000000
12403 26.0000000000
12828 29.0000000000
14347 30.0000000000
16336 32.0000000000
16506 36.0000000000
18854 38.0000000000
20346 39.0000000000
24243 40.0000000000
24712 41.0000000000
26244 43.0000000000
27869 44.0000000000
30220 45.0000000000
30896 46.0000000000
32828 48.0000000000
34607 49.0000000000
34649 54.0000000000
36941 56.0000000000
40123 57.0000000000
42356 63.0000000000
44296 65.0000000000
48189 67.0000000000
48364 69.0000000000
50940 70.0000000000
56229 72.0000000000
58287 73.0000000000
62813 74.0000000000
66498 75.0000000000
72238 76.0000000000
72598 77.0000000000
74697 78.0000000000
76453 79.0000000000
80681 82.0000000000
84311 84.0000000000
86397 85.0000000000
88106 86.0000000000
94079 87.0000000000
96188 88.0000000000
96948 90.0000000000
99000 79.0000000000
evaluations raw_y
1 1.0000000000
9 3.0000000000
12 6.0000000000
266 7.0000000000
513 8.0000000000
779 10.0000000000
2104 11.0000000000
2210 12.0000000000
4191 15.0000000000
5427 21.0000000000
9087 23.0000000000
15082 24.0000000000
16519 29.0000000000
21986 30.0000000000
26108 33.0000000000
32263 35.0000000000
32900 36.0000000000
32941 37.0000000000
34003 38.0000000000
35228 39.0000000000
38173 40.0000000000
38344 41.0000000000
42256 42.0000000000
44234 44.0000000000
46435 52.0000000000
50718 54.0000000000
52089 55.0000000000
58168 56.0000000000
60427 60.0000000000
62590 61.0000000000
62640 66.0000000000
64999 68.0000000000
68272 72.0000000000
72311 74.0000000000
72323 75.0000000000
76247 76.0000000000
80611 78.0000000000
82362 81.0000000000
86303 82.0000000000
88022 83.0000000000
90116 87.0000000000
92473 88.0000000000
97315 92.0000000000
99000 77.0000000000
evaluations raw_y
1 0.0000000000
4 3.0000000000
12 4.0000000000
25 6.0000000000
493 7.0000000000
2087 10.0000000000
2242 12.0000000000
4228 14.0000000000
6203 15.0000000000
6520 16.0000000000
8080 17.0000000000
8450 18.0000000000
11493 19.0000000000
12200 20.0000000000
12242 23.0000000000
12362 24.0000000000
14291 25.0000000000
16380 27.0000000000
16941 28.0000000000
18335 29.0000000000
18735 32.0000000000
22046 35.0000000000
26440 39.0000000000
31626 40.0000000000
34390 42.0000000000
34676 44.0000000000
39984 46.0000000000
40579 47.0000000000
42351 49.0000000000
46420 50.0000000000
52191 51.0000000000
52527 52.0000000000
54970 54.0000000000
59260 55.0000000000
60218 57.0000000000
62531 59.0000000000
64261 60.0000000000
66475 62.0000000000
72889 63.0000000000
73131 64.0000000000
76839 66.0000000000
78742 67.0000000000
80343 68.0000000000
86287 70.0000000000
86289 73.0000000000
88095 81.0000000000
94284 82.0000000000
98247 84.0000000000
99000 68.0000000000
evaluations raw_y
1 3.0000000000
9 5.0000000000
130 7.0000000000
177 9.0000000000
2202 10.0000000000
2213 13.0000000000
2451 15.0000000000
4634 16.0000000000
4726 18.0000000000
6023 19.0000000000
6300 24.0000000000
6723 25.0000000000
8339 26.0000000000
12558 27.0000000000
16491 28.0000000000
16530 29.0000000000
17648 31.0000000000
20100 34.0000000000
22176 35.0000000000
24111 36.0000000000
25002 38.0000000000
26318 41.0000000000
26423 42.0000000000
30363 43.0000000000
30813 45.0000000000
32349 49.0000000000
38506 51.0000000000
40349 52.0000000000
42787 53.0000000000
46198 54.0000000000
48326 55.0000000000
52388 56.0000000000
54069 58.0000000000
54736 59.0000000000
58268 61.0000000000
60685 62.0000000000
62823 64.0000000000
64633 65.0000000000
68331 66.0000000000
68485 67.0000000000
72356 68.0000000000
72545 73.0000000000
76639 75.0000000000
76642 76.0000000000
78115 77.0000000000
82136 79.0000000000
82293 80.0000000000
86120 81.0000000000
88204 82.0000000000
90199 85.0000000000
92205 86.0000000000
96154 88.0000000000
98275 92.0000000000
99000 77.0000000000
evaluations raw_y
1 1.0000000000
8 2.0000000000
13 3.0000000000
24 5.0000000000
81 6.0000000000
414 7.0000000000
451 8.0000000000
652 9.0000000000
998 10.0000000000
2216 12.0000000000
2859 14.0000000000
4005 15.0000000000
4444 17.0000000000
4458 18.0000000000
6262 25.0000000000
6537 28.0000000000
10467 29.0000000000
10569 30.0000000000
12486 32.0000000000
16472 33.0000000000
16476 37.0000000000
20403 41.0000000000
22162 42.0000000000
24472 43.0000000000
24581 45.0000000000
26168 48.0000000000
30112 49.0000000000
34322 50.0000000000
34387 52.0000000000
36265 53.0000000000
38455 55.0000000000
40099 58.0000000000
45254 59.0000000000
46481 62.0000000000
48269 66.0000000000
52157 67.0000000000
54985 72.0000000000
58638 73.0000000000
58666 75.0000000000
58671 76.0000000000
60498 78.0000000000
62814 82.0000000000
70039 84.0000000000
70456 85.0000000000
71242 86.0000000000
72180 88.0000000000
74665 91.0000000000
82333 96.0000000000
92038 99.0000000000
98150 100.0000000000
99000 92.0000000000
evaluations raw_y
1 1.0000000000
2 2.0000000000
9 3.0000000000
16 4.0000000000
53 5.0000000000
73 6.0000000000
332 7.0000000000
572 8.0000000000
665 11.0000000000
2491 12.0000000000
2858 15.0000000000
4113 16.0000000000
4819 18.0000000000
8064 19.0000000000
8225 23.0000000000
10775 24.0000000000
12002 25.0000000000
14419 30.0000000000
14511 31.0000000000
14576 33.0000000000
18094 34.0000000000
18330 38.0000000000
20268 40.0000000000
20875 42.0000000000
22383 47.0000000000
28418 49.0000000000
30138 52.0000000000
30745 54.0000000000
34108 55.0000000000
36171 56.0000000000
40036 57.0000000000
40179 58.0000000000
42239 59.0000000000
44484 60.0000000000
44645 62.0000000000
48390 63.0000000000
50549 64.0000000000
53320 65.0000000000
54065 67.0000000000
60395 70.0000000000
64061 72.0000000000
67585 73.0000000000
68559 76.0000000000
70390 77.0000000000
70773 78.0000000000
75287 79.0000000000
76180 82.0000000000
76454 85.0000000000
82508 86.0000000000
83876 87.0000000000
84983 92.0000000000
86445 94.0000000000
94192 96.0000000000
98273 98.0000000000
99000 85.0000000000
evaluations raw_y
1 0.0000000000
2 1.0000000000
3 4.0000000000
15 6.0000000000
41 7.0000000000
345 8.0000000000
473 10.0000000000
2245 15.0000000000
6032 16.0000000000
8257 17.0000000000
11314 21.0000000000
14427 22.0000000000
16085 25.0000000000
20286 27.0000000000
22875 28.0000000000
24180 29.0000000000
24965 30.0000000000
26496 31.0000000000
28917 35.0000000000
34483 38.0000000000
34512 41.0000000000
38632 43.0000000000
40099 44.0000000000
40114 45.0000000000
42418 46.0000000000
46362 48.0000000000
46465 52.0000000000
50092 55.0000000000
52175 56.0000000000
54342 57.0000000000
56828 59.0000000000
58641 60.0000000000
59641 61.0000000000
62440 63.0000000000
64712 64.0000000000
68431 65.0000000000
70294 66.0000000000
74543 67.0000000000
76451 68.0000000000
76938 69.0000000000
80429 70.0000000000
82179 72.0000000000
88509 74.0000000000
89011 76.0000000000
92676 77.0000000000
94501 78.0000000000
94535 79.0000000000
96253 82.0000000000
99000 73.0000000000
evaluations raw_y
1 2.0000000000
2 3.0000000000
7 4.0000000000
39 5.0000000000
121 7.0000000000
677 9.0000000000
935 10.0000000000
4090 13.0000000000
4672 15.0000000000
6746 16.0000000000
8018 19.0000000000
10174 20.0000000000
10210 22.0000000000
14155 25.0000000000
16713 27.0000000000
18652 29.0000000000
18656 33.0000000000
19656 34.0000000000
23185 36.0000000000
24340 37.0000000000
26647 38.0000000000
30207 40.0000000000
32596 41.0000000000
32703 42.0000000000
34458 43.0000000000
38140 44.0000000000
40439 45.0000000000
43016 49.0000000000
48080 50.0000000000
50098 52.0000000000
53457 54.0000000000
54467 55.0000000000
58636 59.0000000000
60510 61.0000000000
62458 64.0000000000
63499 65.0000000000
64169 66.0000000000
68506 67.0000000000
72484 68.0000000000
74315 69.0000000000
76175 71.0000000000
79853 73.0000000000
82491 75.0000000000
84401 78.0000000000
93473 79.0000000000
98659 83.0000000000
99000 75.0000000000
evaluations raw_y
1 0.0000000000
2 5.0000000000
30 8.0000000000
1828 9.0000000000
2258 10.0000000000
2543 16.0000000000
6537 17.0000000000
8075 18.0000000000
8176 26.0000000000
12416 30.0000000000
14086 32.0000000000
17471 34.0000000000
20360 35.0000000000
20809 39.0000000000
24521 43.0000000000
31081 45.0000000000
34811 46.0000000000
34949 49.0000000000
38218 50.0000000000
44712 51.0000000000
46801 54.0000000000
46876 55.0000000000
48564 56.0000000000
48582 58.0000000000
54090 59.0000000000
58573 60.0000000000
60821 61.0000000000
62431 62.0000000000
64443 64.0000000000
68303 65.0000000000
68655 66.0000000000
70549 68.0000000000
72884 73.0000000000
74440 74.0000000000
76714 78.0000000000
78208 79.0000000000
84160 80.0000000000
88301 81.0000000000
92252 82.0000000000
94209 83.0000000000
99000 79.0000000000
evaluations raw_y
1 1.0000000000
3 2.0000000000
4 3.0000000000
12 5.0000000000
296 6.0000000000
304 7.0000000000
2185 8.0000000000
2236 13.0000000000
4069 14.0000000000
4947 15.0000000000
6487 16.0000000000
6547 17.0000000000
6552 18.0000000000
8156 20.0000000000
8405 21.0000000000
11805 22.0000000000
12450 23.0000000000
14408 29.0000000000
18313 30.0000000000
20731 37.0000000000
26116 38.0000000000
26210 39.0000000000
28668 41.0000000000
30563 42.0000000000
35756 43.0000000000
38473 47.0000000000
40887 48.0000000000
40915 49.0000000000
42356 51.0000000000
44684 52.0000000000
46332 53.0000000000
48372 62.0000000000
52587 64.0000000000
56403 65.0000000000
58130 66.0000000000
64586 71.0000000000
66587 74.0000000000
72241 75.0000000000
72379 76.0000000000
72930 80.0000000000
74123 82.0000000000
80151 84.0000000000
81287 86.0000000000
82952 88.0000000000
84244 89.0000000000
88124 90.0000000000
92478 94.0000000000
99000 82.0000000000
evaluations raw_y
1 3.0000000000
24 4.0000000000
29 5.0000000000
106 6.0000000000
133 11.0000000000
2254 12.0000000000
4242 15.0000000000
4265 16.0000000000
4513 17.0000000000
4555 20.0000000000
6072 24.0000000000
6091 26.0000000000
8166 31.0000000000
10463 33.0000000000
12899 34.0000000000
14123 36.0000000000
16119 37.0000000000
18171 38.0000000000
20132 42.0000000000
22449 45.0000000000
26371 46.0000000000
29313 48.0000000000
32233 49.0000000000
32779 50.0000000000
36318 51.0000000000
38479 52.0000000000
38693 53.0000000000
40426 54.0000000000
43831 55.0000000000
46368 57.0000000000
50250 59.0000000000
52104 60.0000000000
54077 64.0000000000
58152 67.0000000000
60393 68.0000000000
62959 72.0000000000
64298 73.0000000000
68122 77.0000000000
70190 78.0000000000
76188 82.0000000000
80341 83.0000000000
84144 84.0000000000
86077 86.0000000000
92081 89.0000000000
92803 90.0000000000
98406 95.0000000000
99000 83.0000000000
evaluations raw_y
1 0.0000000000
3 5.0000000000
93 7.0000000000
461 9.0000000000
2707 12.0000000000
2877 14.0000000000
4156 15.0000000000
6095 19.0000000000
8257 22.0000000000
10116 23.0000000000
10478 26.0000000000
12080 27.0000000000
14100 28.0000000000
14264 30.0000000000
16282 31.0000000000
20428 32.0000000000
20526 34.0000000000
24635 35.0000000000
24689 37.0000000000
26315 39.0000000000
28652 40.0000000000
30282 42.0000000000
30544 45.0000000000
31964 47.0000000000
34518 49.0000000000
34545 50.0000000000
40270 51.0000000000
40670 52.0000000000
40857 55.0000000000
44657 57.0000000000
45895 61.0000000000
48243 62.0000000000
50320 65.0000000000
53295 71.0000000000
54500 73.0000000000
56348 75.0000000000
58822 76.0000000000
60166 78.0000000000
62466 81.0000000000
68150 82.0000000000
68407 84.0000000000
70776 85.0000000000
74066 88.0000000000
74964 89.0000000000
76743 90.0000000000
80112 94.0000000000
84264 95.0000000000
85751 96.0000000000
86394 99.0000000000
90123 100.0000000000
91000 84.0000000000
evaluations raw_y
1 0.0000000000
7 2.0000000000
30 3.0000000000
42 7.0000000000
356 15.0000000000
2458 17.0000000000
6161 19.0000000000
6369 23.0000000000
8362 24.0000000000
10064 25.0000000000
10781 30.0000000000
12457 32.0000000000
14541 33.0000000000
14676 36.0000000000
14678 38.0000000000
18641 39.0000000000
18855 40.0000000000
20216 44.0000000000
24823 51.0000000000
28724 52.0000000000
32386 53.0000000000
34263 54.0000000000
34756 55.0000000000
38460 59.0000000000
40870 62.0000000000
44594 63.0000000000
46383 64.0000000000
46558 65.0000000000
50472 67.0000000000
52851 68.0000000000
54451 69.0000000000
58295 71.0000000000
62506 73.0000000000
64537 74.0000000000
66779 77.0000000000
70532 79.0000000000
72039 80.0000000000
72258 81.0000000000
76272 82.0000000000
82308 83.0000000000
82991 85.0000000000
88196 87.0000000000
90387 88.0000000000
94373 90.0000000000
94382 92.0000000000
99000 21.0000000000
evaluations raw_y
1 0.0000000000
2 2.0000000000
14 6.0000000000
193 8.0000000000
296 9.0000000000
2004 10.0000000000
2021 12.0000000000
2794 13.0000000000
4129 16.0000000000
4206 17.0000000000
5687 18.0000000000
6976 21.0000000000
8240 22.0000000000
8749 23.0000000000
10266 27.0000000000
14225 33.0000000000
16141 35.0000000000
18473 37.0000000000
19709 38.0000000000
20355 39.0000000000
22253 41.0000000000
22307 42.0000000000
22328 45.0000000000
24609 50.0000000000
26262 51.0000000000
28235 52.0000000000
28320 55.0000000000
32624 57.0000000000
34205 58.0000000000
38827 59.0000000000
41865 63.0000000000
46984 66.0000000000
50456 71.0000000000
52374 72.0000000000
56179 73.0000000000
58352 75.0000000000
58710 76.0000000000
60540 77.0000000000
62271 78.0000000000
64187 80.0000000000
64539 82.0000000000
70375 84.0000000000
70719 86.0000000000
72168 90.0000000000
74405 91.0000000000
74940 92.0000000000
78198 93.0000000000
80049 94.0000000000
82155 95.0000000000
86168 98.0000000000
86357 99.0000000000
88285 100.0000000000
89000 82.0000000000
evaluations raw_y
1 0.0000000000
3 3.0000000000
5 7.0000000000
646 8.0000000000
2013 10.0000000000
2791 11.0000000000
4015 12.0000000000
4566 14.0000000000
6106 15.0000000000
8238 16.0000000000
8252 19.0000000000
10016 20.0000000000
10312 21.0000000000
14507 24.0000000000
14784 25.0000000000
16393 26.0000000000
20167 27.0000000000
22169 28.0000000000
22486 29.0000000000
22617 31.0000000000
27860 34.0000000000
30222 36.0000000000
30304 37.0000000000
32652 38.0000000000
34566 40.0000000000
38326 41.0000000000
40712 42.0000000000
42619 43.0000000000
44272 45.0000000000
44316 47.0000000000
46585 48.0000000000
47538 52.0000000000
48039 54.0000000000
48060 58.0000000000
50298 61.0000000000
52454 62.0000000000
54282 66.0000000000
58328 69.0000000000
64538 71.0000000000
66091 80.0000000000
76699 86.0000000000
78449 90.0000000000
86093 94.0000000000
90090 96.0000000000
92154 97.0000000000
94053 99.0000000000
96447 100.0000000000
97000 83.0000000000
evaluations raw_y
1 1.0000000000
2 2.0000000000
9 3.0000000000
18 7.0000000000
233 8.0000000000
1276 9.0000000000
2094 10.0000000000
2448 13.0000000000
4176 14.0000000000
4656 15.0000000000
6050 20.0000000000
8456 21.0000000000
8485 22.0000000000
10002 23.0000000000
10493 24.0000000000
12244 25.0000000000
12287 28.0000000000
14860 32.0000000000
16328 33.0000000000
16432 34.0000000000
20269 38.0000000000
23156 39.0000000000
26433 40.0000000000
29729 44.0000000000
30469 45.0000000000
34664 46.0000000000
34760 47.0000000000
34761 48.0000000000
36450 49.0000000000
38691 52.0000000000
42171 53.0000000000
44661 54.0000000000
46019 56.0000000000
48201 57.0000000000
48705 59.0000000000
50483 60.0000000000
50991 61.0000000000
52179 63.0000000000
54223 65.0000000000
58549 66.0000000000
60196 67.0000000000
60633 68.0000000000
64449 69.0000000000
66124 74.0000000000
68528 76.0000000000
72408 77.0000000000
76416 79.0000000000
80202 80.0000000000
82849 84.0000000000
86519 85.0000000000
86553 86.0000000000
88403 88.0000000000
88445 90.0000000000
90910 92.0000000000
94029 93.0000000000
94352 94.0000000000
96230 96.0000000000
99000 80.0000000000
evaluations raw_y
1 3.0000000000
68 5.0000000000
79 6.0000000000
97 9.0000000000
540 10.0000000000
2519 11.0000000000
2951 12.0000000000
6305 14.0000000000
6427 16.0000000000
8478 17.0000000000
10072 20.0000000000
10838 21.0000000000
12060 22.0000000000
12435 23.0000000000
12600 24.0000000000
12969 26.0000000000
16040 27.0000000000
18865 29.0000000000
20732 31.0000000000
22027 32.0000000000
25276 33.0000000000
26522 35.0000000000
28267 40.0000000000
31526 41.0000000000
34551 42.0000000000
36334 43.0000000000
36914 44.0000000000
40207 46.0000000000
42590 47.0000000000
46529 49.0000000000
51537 52.0000000000
54395 54.0000000000
54417 55.0000000000
56801 63.0000000000
62583 67.0000000000
64145 69.0000000000
66510 70.0000000000
66709 73.0000000000
72207 74.0000000000
72544 75.0000000000
74473 77.0000000000
76700 79.0000000000
78149 81.0000000000
80925 83.0000000000
84241 84.0000000000
90485 87.0000000000
90833 90.0000000000
92239 92.0000000000
99000 81.0000000000
evaluations raw_y
1 0.0000000000
3 2.0000000000
6 3.0000000000
23 4.0000000000
46 5.0000000000
61 6.0000000000
131 8.0000000000
2004 9.0000000000
2195 10.0000000000
2387 11.0000000000
2403 13.0000000000
2494 14.0000000000
2873 15.0000000000
2961 19.0000000000
4650 20.0000000000
6856 21.0000000000
8419 27.0000000000
12019 28.0000000000
12705 33.0000000000
14670 35.0000000000
17595 36.0000000000
20244 37.0000000000
20857 40.0000000000
26165 41.0000000000
26646 42.0000000000
28380 43.0000000000
30590 47.0000000000
32288 50.0000000000
34502 52.0000000000
36916 54.0000000000
38278 55.0000000000
40513 56.0000000000
44196 57.0000000000
45175 58.0000000000
46401 61.0000000000
50585 62.0000000000
54101 67.0000000000
58680 69.0000000000
58694 70.0000000000
60528 71.0000000000
66222 74.0000000000
68272 75.0000000000
72587 77.0000000000
76237 80.0000000000
76448 81.0000000000
78763 84.0000000000
80138 87.0000000000
82997 88.0000000000
84082 90.0000000000
86280 92.0000000000
86645 93.0000000000
90311 95.0000000000
92074 96.0000000000
98420 97.0000000000
99000 81.0000000000
evaluations raw_y
1 4.0000000000
26 11.0000000000
693 14.0000000000
2247 17.0000000000
4647 18.0000000000
6051 19.0000000000
6366 22.0000000000
8043 23.0000000000
8409 26.0000000000
8549 28.0000000000
10043 29.0000000000
12775 32.0000000000
15477 33.0000000000
18677 34.0000000000
20424 35.0000000000
24374 38.0000000000
24904 39.0000000000
26331 40.0000000000
28862 41.0000000000
30401 42.0000000000
34178 48.0000000000
35955 49.0000000000
38593 50.0000000000
42018 51.0000000000
42532 52.0000000000
44454 55.0000000000
50138 60.0000000000
54698 61.0000000000
56062 63.0000000000
58469 65.0000000000
60457 69.0000000000
64266 70.0000000000
67944 72.0000000000
68582 74.0000000000
68994 76.0000000000
70531 81.0000000000
74444 86.0000000000
76257 87.0000000000
82222 88.0000000000
84335 89.0000000000
90510 90.0000000000
94163 92.0000000000
99000 48.0000000000
evaluations raw_y
1 1.0000000000
4 2.0000000000
