evaluations raw_y
11 58.0000000000
29 60.0000000000
180 62.0000000000
676 65.0000000000
2011 67.0000000000
15964 69.0000000000
30490 71.0000000000
50000 54.0000000000
evaluations raw_y
1 45.0000000000
2 51.0000000000
5 59.0000000000
13 60.0000000000
21 61.0000000000
363 63.0000000000
829 66.0000000000
5735 70.0000000000
29256 71.0000000000
50000 45.0000000000
evaluations raw_y
1 54.0000000000
